Player,Team,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Carter Rae,Atlanta Hustle,6,2,0.33,7,1.17,3,0.5,9,1.5,38,6.33,92.7,85,14.17,0,0,0,0
Christian Gaeta,Atlanta Hustle,5,2,0.4,0,0.0,7,1.4,7,1.4,18,3.6,94.7,80,16.0,0,0,0,0
Player Pierce,Atlanta Hustle,11,2,0.18,31,2.82,4,0.36,15,1.36,389,35.36,94.6,229,20.82,0,0,0,0
Paul Lally,Atlanta Hustle,6,7,1.17,7,1.17,1,0.17,8,1.33,106,17.67,94.6,110,18.33,0,0,0,0
Austin Taylor,Atlanta Hustle,12,12,1.0,24,2.0,2,0.17,14,1.17,279,23.25,93.6,247,20.58,0,0,0,0
Alex Trautman,Atlanta Hustle,10,9,0.9,4,0.4,0,0.0,11,1.1,23,2.3,95.8,133,13.3,0,0,0,0
Zack Avello,Atlanta Hustle,10,12,1.2,4,0.4,2,0.2,11,1.1,66,6.6,93.0,152,15.2,0,0,0,0
Matthew Knowles,Atlanta Hustle,7,0,0.0,13,1.86,0,0.0,7,1.0,117,16.71,95.1,108,15.43,0,0,0,0
Hayden Austin-Knab,Atlanta Hustle,1,0,0.0,1,1.0,0,0.0,1,1.0,7,7.0,100.0,14,14.0,0,0,0,0
Trenton Spinks,Atlanta Hustle,9,1,0.11,5,0.56,2,0.22,8,0.89,57,6.33,100.0,120,13.33,0,0,0,0
Javier Ortiz,Atlanta Hustle,5,4,0.8,0,0.0,2,0.4,4,0.8,23,4.6,92.0,64,12.8,0,0,0,0
Mac McClellan,Atlanta Hustle,9,4,0.44,10,1.11,3,0.33,7,0.78,147,16.33,94.2,129,14.33,0,0,0,0
Jason Crowe,Atlanta Hustle,4,3,0.75,0,0.0,0,0.0,3,0.75,16,4.0,100.0,43,10.75,0,0,0,0
Sun Choi,Atlanta Hustle,10,2,0.2,10,1.0,3,0.3,6,0.6,90,9.0,90.9,132,13.2,0,0,0,0
Sam Batson,Atlanta Hustle,8,0,0.0,4,0.5,3,0.38,4,0.5,24,3.0,88.9,67,8.38,0,0,0,0
Devon Rogers,Atlanta Hustle,5,3,0.6,0,0.0,1,0.2,2,0.4,27,5.4,96.4,77,15.4,0,0,0,0
Phil Dougherty,Atlanta Hustle,5,1,0.2,1,0.2,0,0.0,2,0.4,12,2.4,100.0,71,14.2,0,0,0,0
Taylor Minch,Atlanta Hustle,8,4,0.5,3,0.38,1,0.13,3,0.38,38,4.75,88.4,121,15.13,0,0,0,0
Jaime Perez,Atlanta Hustle,4,1,0.25,0,0.0,1,0.25,1,0.25,7,1.75,100.0,44,11.0,0,0,0,0
Karl Ekwurtzel,Atlanta Hustle,9,4,0.44,1,0.11,4,0.44,2,0.22,44,4.89,86.3,121,13.44,0,0,0,0
Coleman Tappero,Atlanta Hustle,1,0,0.0,0,0.0,0,0.0,0,0.0,7,7.0,100.0,17,17.0,0,0,0,0
John Boezi,Atlanta Hustle,5,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,100.0,14,2.8,0,0,0,0
Josh Bush,Atlanta Hustle,6,1,0.17,1,0.17,2,0.33,0,0.0,10,1.67,76.9,37,6.17,0,0,0,0
Robert Hunt,Atlanta Hustle,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,100.0,10,10.0,0,0,0,0
Anders Olsen,Atlanta Hustle,3,0,0.0,1,0.33,1,0.33,0,0.0,31,10.33,93.9,45,15.0,0,0,0,0
Jacques Perivier,Atlanta Hustle,4,0,0.0,1,0.25,1,0.25,-1,-0.25,32,8.0,91.4,51,12.75,0,0,0,0
Jeffery Minowa,Atlanta Hustle,2,0,0.0,0,0.0,0,0.0,-1,-0.5,3,1.5,75.0,23,11.5,0,0,0,0
William Johnson,Atlanta Hustle,1,0,0.0,0,0.0,0,0.0,-1,-1.0,13,13.0,92.9,13,13.0,0,0,0,0
Will Frolich,Atlanta Hustle,1,0,0.0,0,0.0,0,0.0,-1,-1.0,0,0.0,0.0,11,11.0,0,0,0,0
Greg Martin,Philadelphia Phoenix,6,20,3.33,3,0.5,4,0.67,25,4.17,33,5.5,94.3,107,17.83,0,0,0,0
Billy Sickles,Philadelphia Phoenix,7,14,2.0,17,2.43,9,1.29,29,4.14,144,20.57,94.7,143,20.43,0,0,0,0
Sean Mott,Philadelphia Phoenix,12,12,1.0,52,4.33,12,1.0,43,3.58,292,24.33,91.0,290,24.17,0,0,0,0
Himalaya Mehta,Philadelphia Phoenix,11,41,3.73,5,0.45,9,0.82,39,3.55,151,13.73,93.2,203,18.45,0,0,0,0
Mike Arcata,Philadelphia Phoenix,12,19,1.58,26,2.17,6,0.5,32,2.67,141,11.75,89.2,240,20.0,0,0,0,0
Matthew Ballman,Philadelphia Phoenix,6,7,1.17,1,0.17,3,0.5,11,1.83,9,1.5,100.0,72,12.0,0,0,0,0
Zac Sands,Philadelphia Phoenix,9,18,2.0,2,0.22,5,0.56,16,1.78,61,6.78,89.7,130,14.44,0,0,0,0
Eric Nardelli,Philadelphia Phoenix,11,10,0.91,9,0.82,11,1.0,18,1.64,67,6.09,88.2,218,19.82,0,0,0,0
Brice Dunn,Philadelphia Phoenix,8,2,0.25,4,0.5,8,1.0,11,1.38,31,3.88,93.9,144,18.0,0,0,0,0
Peter Burt,Philadelphia Phoenix,8,6,0.75,3,0.38,5,0.63,10,1.25,27,3.38,87.1,101,12.63,0,0,0,0
Marc Sands,Philadelphia Phoenix,9,13,1.44,4,0.44,6,0.67,11,1.22,86,9.56,92.5,179,19.89,0,0,0,0
Colin Masino,Philadelphia Phoenix,5,3,0.6,0,0.0,4,0.8,6,1.2,7,1.4,100.0,58,11.6,0,0,0,0
Trey Katzenbach,Philadelphia Phoenix,1,1,1.0,0,0.0,0,0.0,1,1.0,15,15.0,100.0,9,9.0,0,0,0,0
Ryan Weaver,Philadelphia Phoenix,7,7,1.0,17,2.43,1,0.14,6,0.86,186,26.57,91.2,134,19.14,0,0,0,0
Allan Michel,Philadelphia Phoenix,7,4,0.57,1,0.14,3,0.43,6,0.86,12,1.71,85.7,77,11.0,0,0,0,0
Ethan Fortin,Philadelphia Phoenix,9,4,0.44,19,2.11,3,0.33,7,0.78,408,45.33,95.6,189,21.0,0,0,0,0
Dustin Damiano,Philadelphia Phoenix,9,7,0.78,11,1.22,3,0.33,6,0.67,289,32.11,95.1,171,19.0,0,0,0,0
Connor Boyle,Philadelphia Phoenix,3,1,0.33,8,2.67,1,0.33,2,0.67,92,30.67,92.0,62,20.67,0,0,0,0
James Pollard,Philadelphia Phoenix,8,3,0.38,4,0.5,6,0.75,5,0.63,17,2.13,81.0,111,13.88,0,0,0,0
Matt Esser,Philadelphia Phoenix,5,4,0.8,3,0.6,1,0.2,3,0.6,28,5.6,90.3,77,15.4,0,0,0,0
Mike Campanella,Philadelphia Phoenix,5,1,0.2,1,0.2,2,0.4,3,0.6,8,1.6,88.9,74,14.8,0,0,0,0
Evan Karson,Philadelphia Phoenix,6,2,0.33,4,0.67,4,0.67,3,0.5,60,10.0,89.6,71,11.83,0,0,0,0
Eric Witmer,Philadelphia Phoenix,4,0,0.0,0,0.0,2,0.5,2,0.5,5,1.25,100.0,37,9.25,0,0,0,0
Greg Mohler,Philadelphia Phoenix,7,4,0.57,6,0.86,1,0.14,3,0.43,77,11.0,91.7,94,13.43,0,0,0,0
Francisco Gomez,Philadelphia Phoenix,6,0,0.0,1,0.17,3,0.5,2,0.33,7,1.17,87.5,69,11.5,0,0,0,0
David Baer,Philadelphia Phoenix,3,0,0.0,2,0.67,1,0.33,1,0.33,30,10.0,93.8,44,14.67,0,0,0,0
Paul Owens,Philadelphia Phoenix,6,3,0.5,1,0.17,3,0.5,2,0.33,17,2.83,77.3,79,13.17,0,0,0,0
Nick Patel,Philadelphia Phoenix,8,6,0.75,1,0.13,1,0.13,0,0.0,72,9.0,91.1,135,16.88,0,0,0,0
Dylan Smith,Philadelphia Phoenix,3,0,0.0,0,0.0,1,0.33,0,0.0,11,3.67,91.7,31,10.33,0,0,0,0
Brandon Pastor,Philadelphia Phoenix,4,2,0.5,0,0.0,0,0.0,0,0.0,10,2.5,83.3,22,5.5,0,0,0,0
Stuart Hean,Philadelphia Phoenix,5,2,0.4,5,1.0,0,0.0,-1,-0.2,47,9.4,88.7,54,10.8,0,0,0,0
Austin Lillis,Philadelphia Phoenix,9,4,0.44,0,0.0,2,0.22,-2,-0.22,51,5.67,87.9,116,12.89,0,0,0,0
Scott Xu,Philadelphia Phoenix,4,0,0.0,7,1.75,1,0.25,-2,-0.5,40,10.0,81.6,71,17.75,0,0,0,0
Patrick Diviney,Philadelphia Phoenix,2,0,0.0,0,0.0,0,0.0,-1,-0.5,0,0.0,0.0,13,6.5,0,0,0,0
Jordan Ciccarone,Philadelphia Phoenix,4,0,0.0,1,0.25,0,0.0,-3,-0.75,28,7.0,90.3,47,11.75,0,0,0,0
Shashank Alladi,Philadelphia Phoenix,4,0,0.0,3,0.75,1,0.25,-3,-0.75,32,8.0,84.2,67,16.75,0,0,0,0
Ethan Peck,Philadelphia Phoenix,3,3,1.0,1,0.33,3,1.0,-7,-2.33,34,11.33,75.6,54,18.0,0,0,0,0
Quentin Bonnaud,Montreal Royal,12,83,6.92,15,1.25,14,1.17,101,8.42,208,17.33,96.3,284,23.67,0,0,0,0
Kevin Quinlan,Montreal Royal,12,10,0.83,57,4.75,5,0.42,47,3.92,309,25.75,93.1,260,21.67,0,0,0,0
Sacha Poitte- Sokolsky,Montreal Royal,12,39,3.25,18,1.5,3,0.25,38,3.17,256,21.33,94.1,244,20.33,0,0,0,0
André Arsenault,Montreal Royal,10,13,1.3,4,0.4,14,1.4,25,2.5,40,4.0,88.9,191,19.1,0,0,0,0
Quentin Roger,Montreal Royal,12,7,0.58,39,3.25,1,0.08,27,2.25,359,29.92,95.2,237,19.75,0,0,0,0
Stève Bonneau,Montreal Royal,8,0,0.0,27,3.38,1,0.13,15,1.88,227,28.38,95.0,140,17.5,0,0,0,0
Kevin Groulx,Montreal Royal,11,11,1.0,10,0.91,12,1.09,18,1.64,59,5.36,83.1,177,16.09,0,0,0,0
Malik Auger-Semmar,Montreal Royal,8,6,0.75,5,0.63,5,0.63,13,1.63,37,4.63,92.5,123,15.38,0,0,0,0
Simon Charette,Montreal Royal,12,18,1.5,2,0.17,2,0.17,16,1.33,96,8.0,95.0,230,19.17,0,0,0,0
Mathieu Bosser,Montreal Royal,8,6,0.75,9,1.13,3,0.38,10,1.25,144,18.0,94.7,119,14.88,0,0,0,0
Vincent Lemieux,Montreal Royal,11,10,0.91,8,0.73,7,0.64,12,1.09,77,7.0,88.5,196,17.82,0,0,0,0
Henry Rodriguez,Montreal Royal,1,0,0.0,0,0.0,2,2.0,1,1.0,3,3.0,75.0,15,15.0,0,0,0,0
Christophe Tremblay-Joncas,Montreal Royal,12,5,0.42,4,0.33,8,0.67,11,0.92,35,2.92,87.5,201,16.75,0,0,0,0
Gabriel Monfette,Montreal Royal,11,7,0.64,2,0.18,3,0.27,9,0.82,68,6.18,95.8,168,15.27,0,0,0,0
Jakob Brissette,Montreal Royal,8,2,0.25,5,0.63,2,0.25,6,0.75,59,7.38,96.7,95,11.88,0,0,0,0
Miguel Goderre,Montreal Royal,12,1,0.08,9,0.75,10,0.83,9,0.75,155,12.92,93.4,206,17.17,0,0,0,0
Nabil Chaouch,Montreal Royal,10,3,0.3,1,0.1,5,0.5,7,0.7,13,1.3,92.9,136,13.6,0,0,0,0
Zakarie Massi,Montreal Royal,3,0,0.0,3,1.0,0,0.0,2,0.67,6,2.0,100.0,30,10.0,0,0,0,0
Basile Limoges,Montreal Royal,4,2,0.5,0,0.0,1,0.25,2,0.5,10,2.5,90.9,40,10.0,0,0,0,0
Philippe Bisson,Montreal Royal,10,3,0.3,1,0.1,4,0.4,5,0.5,25,2.5,89.3,146,14.6,0,0,0,0
Brian Howard,Montreal Royal,2,1,0.5,0,0.0,0,0.0,1,0.5,2,1.0,100.0,17,8.5,0,0,0,0
Vincent Gamache,Montreal Royal,12,2,0.17,6,0.5,6,0.5,4,0.33,115,9.58,93.5,153,12.75,0,0,0,0
Estéban Ceballos,Montreal Royal,10,0,0.0,2,0.2,5,0.5,0,0.0,32,3.2,84.2,131,13.1,0,0,0,0
Jacob Saunders,Montreal Royal,11,3,0.27,4,0.36,0,0.0,-4,-0.36,308,28.0,97.2,202,18.36,0,0,0,0
Laurent Faye,Montreal Royal,12,6,0.5,7,0.58,1,0.08,-6,-0.5,393,32.75,95.4,227,18.92,0,0,0,0
Jordan Faries,Montreal Royal,1,0,0.0,0,0.0,0,0.0,-1,-1.0,0,0.0,0.0,12,12.0,0,0,0,0
Bradley Seuntjens,Tampa Bay Cannons,12,42,3.5,8,0.67,9,0.75,52,4.33,153,12.75,95.6,326,27.17,0,0,0,0
Andrew Roney,Tampa Bay Cannons,11,11,1.0,69,6.27,14,1.27,46,4.18,573,52.09,92.4,336,30.55,0,0,0,0
Nathan Vickroy,Tampa Bay Cannons,7,12,1.71,25,3.57,3,0.43,18,2.57,135,19.29,88.2,162,23.14,0,0,0,0
Ryan Chard,Tampa Bay Cannons,8,9,1.13,5,0.63,11,1.38,20,2.5,79,9.88,96.3,176,22.0,0,0,0,0
Adam Vinson,Tampa Bay Cannons,6,14,2.33,4,0.67,2,0.33,14,2.33,60,10.0,93.8,111,18.5,0,0,0,0
Tanner Repasky,Tampa Bay Cannons,12,19,1.58,15,1.25,3,0.25,24,2.0,164,13.67,94.3,221,18.42,0,0,0,0
James Franklin,Tampa Bay Cannons,10,17,1.7,1,0.1,5,0.5,17,1.7,60,6.0,96.8,194,19.4,0,0,0,0
Billy O'Bryan,Tampa Bay Cannons,11,17,1.55,25,2.27,6,0.55,16,1.45,313,28.45,92.1,275,25.0,0,0,0,0
Jack Kern,Tampa Bay Cannons,9,12,1.33,1,0.11,6,0.67,13,1.44,23,2.56,85.2,137,15.22,0,0,0,0
Adam Carr,Tampa Bay Cannons,8,8,1.0,9,1.13,3,0.38,11,1.38,265,33.13,96.7,193,24.13,0,0,0,0
Ryan Hiser,Tampa Bay Cannons,12,14,1.17,14,1.17,2,0.17,15,1.25,149,12.42,92.0,224,18.67,0,0,0,0
Jacob Clary,Tampa Bay Cannons,12,4,0.33,1,0.08,9,0.75,14,1.17,7,0.58,100.0,127,10.58,0,0,0,0
Tim Lootens,Tampa Bay Cannons,10,8,0.8,5,0.5,4,0.4,10,1.0,92,9.2,92.9,127,12.7,0,0,0,0
Unmil Patel,Tampa Bay Cannons,10,5,0.5,2,0.2,4,0.4,10,1.0,45,4.5,100.0,105,10.5,0,0,0,0
Joshua Layton,Tampa Bay Cannons,4,3,0.75,5,1.25,0,0.0,3,0.75,29,7.25,90.6,52,13.0,0,0,0,0
Austin Koffarnus,Tampa Bay Cannons,6,3,0.5,0,0.0,3,0.5,4,0.67,5,0.83,71.4,47,7.83,0,0,0,0
John Holk,Tampa Bay Cannons,3,1,0.33,0,0.0,1,0.33,2,0.67,2,0.67,100.0,42,14.0,0,0,0,0
Jacob Lane,Tampa Bay Cannons,9,3,0.33,4,0.44,3,0.33,6,0.67,61,6.78,95.3,125,13.89,0,0,0,0
Hayden Wachob,Tampa Bay Cannons,6,6,1.0,5,0.83,1,0.17,4,0.67,82,13.67,93.2,73,12.17,0,0,0,0
Josh McKisic,Tampa Bay Cannons,5,2,0.4,0,0.0,1,0.2,3,0.6,3,0.6,100.0,35,7.0,0,0,0,0
Jack Barrow,Tampa Bay Cannons,4,2,0.5,0,0.0,0,0.0,2,0.5,7,1.75,100.0,13,3.25,0,0,0,0
Dustin Travaglini,Tampa Bay Cannons,12,7,0.58,13,1.08,4,0.33,5,0.42,295,24.58,93.9,217,18.08,0,0,0,0
Bobby Patterson,Tampa Bay Cannons,11,3,0.27,6,0.55,4,0.36,2,0.18,50,4.55,84.7,142,12.91,0,0,0,0
Anish Indhupuru,Tampa Bay Cannons,2,0,0.0,0,0.0,0,0.0,0,0.0,3,1.5,100.0,12,6.0,0,0,0,0
Tron Bass,Tampa Bay Cannons,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,1.5,0,0,0,0
BJ Barrett,Tampa Bay Cannons,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,4,1.33,0,0,0,0
Matthew Hankin,Tampa Bay Cannons,5,2,0.4,1,0.2,1,0.2,0,0.0,37,7.4,97.4,73,14.6,0,0,0,0
Brandon Perales,Tampa Bay Cannons,5,0,0.0,3,0.6,2,0.4,-2,-0.4,55,11.0,90.2,52,10.4,0,0,0,0
Alex Bullock,Tampa Bay Cannons,5,0,0.0,2,0.4,1,0.2,-3,-0.6,26,5.2,86.7,37,7.4,0,0,0,0
Craig Anderson,Tampa Bay Cannons,11,4,0.36,4,0.36,2,0.18,-7,-0.64,269,24.45,95.1,268,24.36,0,0,0,0
Lars Hanselman,Tampa Bay Cannons,1,0,0.0,0,0.0,0,0.0,-1,-1.0,7,7.0,87.5,10,10.0,0,0,0,0
Lior Givol,San Jose Spiders,7,21,3.0,24,3.43,4,0.57,40,5.71,155,22.14,95.1,193,27.57,0,0,0,0
Keenan Laurence,San Jose Spiders,11,21,1.91,19,1.73,9,0.82,45,4.09,92,8.36,97.9,242,22.0,0,0,0,0
Mike Becich,San Jose Spiders,6,18,3.0,2,0.33,4,0.67,20,3.33,18,3.0,85.7,122,20.33,0,0,0,0
Ethan Falat,San Jose Spiders,7,13,1.86,14,2.0,4,0.57,22,3.14,109,15.57,94.0,146,20.86,0,0,0,0
Shane Earley,San Jose Spiders,6,18,3.0,6,1.0,0,0.0,18,3.0,52,8.67,89.7,113,18.83,0,0,0,0
Jacob Greenberg,San Jose Spiders,5,10,2.0,1,0.2,6,1.2,14,2.8,29,5.8,93.5,91,18.2,0,0,0,0
Munis Thahir,San Jose Spiders,10,20,2.0,8,0.8,5,0.5,25,2.5,93,9.3,96.9,242,24.2,0,0,0,0
Matthew Crawford,San Jose Spiders,8,10,1.25,13,1.63,2,0.25,18,2.25,132,16.5,95.0,170,21.25,0,0,0,0
Jackson Stearns,San Jose Spiders,11,22,2.0,25,2.27,2,0.18,24,2.18,141,12.82,88.1,322,29.27,0,0,0,0
Marcelo Sanchez,San Jose Spiders,10,17,1.7,17,1.7,7,0.7,21,2.1,187,18.7,92.6,260,26.0,0,0,0,0
Nick Murphy,San Jose Spiders,2,2,1.0,1,0.5,1,0.5,4,2.0,7,3.5,100.0,16,8.0,0,0,0,0
Justin Norden,San Jose Spiders,11,8,0.73,40,3.64,3,0.27,21,1.91,377,34.27,93.1,262,23.82,0,0,0,0
Brandon Fein,San Jose Spiders,10,11,1.1,6,0.6,7,0.7,19,1.9,55,5.5,91.7,209,20.9,0,0,0,0
Steven Chang,San Jose Spiders,8,6,0.75,13,1.63,3,0.38,14,1.75,329,41.13,97.6,197,24.63,0,0,0,0
Nicholas Hirning,San Jose Spiders,7,3,0.43,6,0.86,5,0.71,11,1.57,32,4.57,91.4,98,14.0,0,0,0,0
Robert Yeagle,San Jose Spiders,2,1,0.5,2,1.0,1,0.5,3,1.5,11,5.5,91.7,24,12.0,0,0,0,0
Alexander Morris,San Jose Spiders,7,5,0.71,2,0.29,3,0.43,10,1.43,27,3.86,100.0,100,14.29,0,0,0,0
Antoine Davis,San Jose Spiders,11,20,1.82,22,2.0,6,0.55,15,1.36,215,19.55,89.2,302,27.45,0,0,0,0
Mark Philipson,San Jose Spiders,9,6,0.67,6,0.67,5,0.56,12,1.33,269,29.89,99.3,198,22.0,0,0,0,0
Kevin Tien,San Jose Spiders,7,5,0.71,1,0.14,5,0.71,9,1.29,21,3.0,91.3,121,17.29,0,0,0,0
Wyatt Berreman,San Jose Spiders,1,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0.0,8,8.0,0,0,0,0
Brandon Canonizado,San Jose Spiders,4,3,0.75,1,0.25,1,0.25,4,1.0,3,0.75,100.0,57,14.25,0,0,0,0
Joe Thompson,San Jose Spiders,6,4,0.67,2,0.33,1,0.17,5,0.83,16,2.67,88.9,62,10.33,0,0,0,0
Chuck Cao,San Jose Spiders,7,4,0.57,15,2.14,2,0.29,5,0.71,264,37.71,94.6,171,24.43,0,0,0,0
Phil Chang,San Jose Spiders,5,0,0.0,2,0.4,1,0.2,3,0.6,16,3.2,100.0,48,9.6,0,0,0,0
Brian Roach,San Jose Spiders,8,1,0.13,4,0.5,2,0.25,4,0.5,22,2.75,88.0,91,11.38,0,0,0,0
Glenn Wysen,San Jose Spiders,6,3,0.5,2,0.33,1,0.17,3,0.5,116,19.33,97.5,102,17.0,0,0,0,0
Alex Pan,San Jose Spiders,4,3,0.75,0,0.0,2,0.5,2,0.5,29,7.25,90.6,58,14.5,0,0,0,0
Gabe Taylor,San Jose Spiders,12,3,0.25,3,0.25,2,0.17,4,0.33,43,3.58,91.5,138,11.5,0,0,0,0
Zach Ormsby,San Jose Spiders,4,1,0.25,0,0.0,0,0.0,1,0.25,7,1.75,100.0,46,11.5,0,0,0,0
Ben Levinsky,San Jose Spiders,6,1,0.17,1,0.17,1,0.17,0,0.0,23,3.83,92.0,92,15.33,0,0,0,0
Aaron Shi,San Jose Spiders,5,1,0.2,2,0.4,2,0.4,-2,-0.4,62,12.4,91.2,73,14.6,0,0,0,0
Mark Lin,San Jose Spiders,2,0,0.0,1,0.5,0,0.0,-2,-1.0,20,10.0,90.9,35,17.5,0,0,0,0
Kyle Henke,Austin Sol,10,24,2.4,31,3.1,7,0.7,41,4.1,197,19.7,92.5,222,22.2,0,0,0,0
Ethan Pollack,Austin Sol,9,31,3.44,14,1.56,2,0.22,36,4.0,130,14.44,94.2,177,19.67,0,0,0,0
Mick Walter,Austin Sol,8,15,1.88,2,0.25,16,2.0,30,3.75,26,3.25,89.7,127,15.88,0,0,0,0
Andrew Walch,Austin Sol,10,16,1.6,12,1.2,5,0.5,27,2.7,155,15.5,98.1,201,20.1,0,0,0,0
Jerrod Wolfe,Austin Sol,5,8,1.6,9,1.8,2,0.4,12,2.4,42,8.4,87.5,98,19.6,0,0,0,0
Joshua Zdrodowski,Austin Sol,6,9,1.5,6,1.0,2,0.33,14,2.33,36,6.0,100.0,81,13.5,0,0,0,0
Rory Orloff,Austin Sol,8,23,2.88,5,0.63,1,0.13,18,2.25,103,12.88,92.8,161,20.13,0,0,0,0
Michael Matthis,Austin Sol,10,13,1.3,13,1.3,5,0.5,22,2.2,97,9.7,94.2,201,20.1,0,0,0,0
Chase Cunningham,Austin Sol,1,0,0.0,2,2.0,0,0.0,2,2.0,8,8.0,100.0,9,9.0,0,0,0,0
Elliott Moore,Austin Sol,9,8,0.89,7,0.78,5,0.56,16,1.78,50,5.56,98.0,135,15.0,0,0,0,0
Zachary Cotter,Austin Sol,3,1,0.33,0,0.0,4,1.33,5,1.67,3,1.0,100.0,29,9.67,0,0,0,0
Ryan Purcell,Austin Sol,8,7,0.88,15,1.88,5,0.63,12,1.5,167,20.88,92.8,131,16.38,0,0,0,0
Mason Wuensch,Austin Sol,8,6,0.75,1,0.13,7,0.88,11,1.38,22,2.75,95.7,109,13.63,0,0,0,0
Jason Holleran,Austin Sol,9,9,1.0,6,0.67,2,0.22,9,1.0,109,12.11,93.2,150,16.67,0,0,0,0
Mike Cramer,Austin Sol,2,2,1.0,0,0.0,0,0.0,2,1.0,2,1.0,100.0,30,15.0,0,0,0,0
Mutahir Ahmad,Austin Sol,5,7,1.4,4,0.8,0,0.0,5,1.0,121,24.2,96.0,91,18.2,0,0,0,0
Eric Brodbeck,Austin Sol,6,3,0.5,1,0.17,2,0.33,5,0.83,10,1.67,90.9,64,10.67,0,0,0,0
Jimmy Zuraw,Austin Sol,8,4,0.5,8,1.0,4,0.5,5,0.63,118,14.75,92.9,128,16.0,0,0,0,0
Doug Richardson,Austin Sol,9,3,0.33,5,0.56,5,0.56,5,0.56,89,9.89,93.7,127,14.11,0,0,0,0
Jeff Loskorn,Austin Sol,7,4,0.57,16,2.29,4,0.57,3,0.43,252,36.0,93.0,159,22.71,0,0,0,0
Paul Starkel,Austin Sol,5,1,0.2,9,1.8,2,0.4,2,0.4,176,35.2,94.6,100,20.0,0,0,0,0
Brian Gfroerer,Austin Sol,11,5,0.45,1,0.09,7,0.64,4,0.36,42,3.82,85.7,162,14.73,0,0,0,0
Mitchell Bennett,Austin Sol,3,2,0.67,2,0.67,1,0.33,1,0.33,22,7.33,91.7,52,17.33,0,0,0,0
Carter Hollo,Austin Sol,9,11,1.22,5,0.56,0,0.0,2,0.22,68,7.56,86.1,172,19.11,0,0,0,0
John Cecil,Austin Sol,9,3,0.33,1,0.11,3,0.33,2,0.22,18,2.0,90.0,114,12.67,0,0,0,0
Austin Walker,Austin Sol,5,0,0.0,3,0.6,2,0.4,1,0.2,23,4.6,85.2,61,12.2,0,0,0,0
Corey Mika,Austin Sol,7,2,0.29,2,0.29,1,0.14,1,0.14,6,0.86,75.0,73,10.43,0,0,0,0
Brandon Dial,Austin Sol,7,0,0.0,3,0.43,2,0.29,1,0.14,19,2.71,90.5,72,10.29,0,0,0,0
Reese Bowman,Austin Sol,4,2,0.5,0,0.0,0,0.0,0,0.0,13,3.25,86.7,44,11.0,0,0,0,0
Matthew Bierschenk,Austin Sol,8,2,0.25,2,0.25,0,0.0,0,0.0,35,4.38,89.7,87,10.88,0,0,0,0
Derek Fan,Austin Sol,4,0,0.0,1,0.25,0,0.0,0,0.0,14,3.5,93.3,47,11.75,0,0,0,0
Keivaun Waugh,Austin Sol,7,2,0.29,6,0.86,1,0.14,-2,-0.29,218,31.14,96.0,146,20.86,0,0,0,0
Robert Lewis,Austin Sol,12,4,0.33,9,0.75,1,0.08,-6,-0.5,147,12.25,89.1,183,15.25,0,0,0,0
Matt Bennett,Austin Sol,8,1,0.13,25,3.13,4,0.5,-6,-0.75,230,28.75,86.5,175,21.88,0,0,0,0
Alec Arsenault,Ottawa Outlaws,11,40,3.64,26,2.36,9,0.82,52,4.73,190,17.27,90.5,259,23.55,0,0,0,0
Karl Loiseau,Ottawa Outlaws,11,18,1.64,32,2.91,8,0.73,41,3.73,284,25.82,95.9,258,23.45,0,0,0,0
Jeremy Hill,Ottawa Outlaws,11,32,2.91,16,1.45,14,1.27,40,3.64,148,13.45,89.2,248,22.55,0,0,0,0
Nick Boucher,Ottawa Outlaws,12,23,1.92,41,3.42,9,0.75,35,2.92,432,36.0,92.9,289,24.08,0,0,0,0
David Colic,Ottawa Outlaws,10,25,2.5,18,1.8,3,0.3,23,2.3,76,7.6,82.6,199,19.9,0,0,0,0
Greg Ellis,Ottawa Outlaws,12,22,1.83,26,2.17,8,0.67,22,1.83,340,28.33,93.2,310,25.83,0,0,0,0
Paul Renaud,Ottawa Outlaws,11,3,0.27,2,0.18,16,1.45,14,1.27,54,4.91,90.0,173,15.73,0,0,0,0
Jon Hallett,Ottawa Outlaws,10,4,0.4,3,0.3,8,0.8,11,1.1,21,2.1,91.3,138,13.8,0,0,0,0
Geoff Bevan,Ottawa Outlaws,12,10,0.83,17,1.42,3,0.25,13,1.08,206,17.17,92.8,288,24.0,0,0,0,0
Matt O'Brien,Ottawa Outlaws,9,6,0.67,4,0.44,8,0.89,8,0.89,43,4.78,87.8,159,17.67,0,0,0,0
Jeff Lindquist,Ottawa Outlaws,6,4,0.67,8,1.33,3,0.5,5,0.83,85,14.17,91.4,125,20.83,0,0,0,0
Paul Mensah,Ottawa Outlaws,11,4,0.36,0,0.0,8,0.73,8,0.73,25,2.27,92.6,172,15.64,0,0,0,0
Andrew Ouchterlony,Ottawa Outlaws,11,5,0.45,6,0.55,4,0.36,8,0.73,64,5.82,94.1,157,14.27,0,0,0,0
